origin_topic_q5,origin_topic_q4,origin_topic_q1,origin_topic_q3,origin_topic_q2,intruder_task_index_q5,word2_q4,word1_q4,word2_q2,word1_q2,word1_q1,word2_q1,intruder_topic_q2,intruder_topic_q3,intruder_topic_q1,word3_q3,intruder_topic_q4,intruder_topic_q5,word0_q4,word4_q3,word0_q5,word3_q5,word4_q5,intruder_source_index_q2,intruder_source_index_q3,intruder_source_index_q1,intruder_source_index_q4,intruder_source_index_q5,word5_q3,word5_q2,word5_q1,word0_q1,word0_q2,word0_q3,word2_q5,word5_q5,intruder_task_index_q4,word1_q3,word5_q4,intruder_task_index_q1,intruder_task_index_q2,intruder_task_index_q3,intruder_token_q4,intruder_token_q5,intruder_token_q1,intruder_token_q2,intruder_token_q3,word2_q3,word1_q5,word3_q1,word4_q1,word4_q2,word3_q2,word4_q4,word3_q4
18,29,15,29,19,3,immigration,allegations,thi,melissa,agencies,authority,8,14,4,missile,6,28,sexual,abuse,jenna,proposal,jon,0,15,18,12,14,jackson,tte,supreme,funny,tha,sandusky,martha,supplement,2,allegations,sandusky,0,4,3,immigration,proposal,funny,bowl,missile,sexual,aarp,testimony,commission,bowl,thh,abuse,jackson
8,11,20,26,16,3,mortgage,tempore,flu,christmas,guns,pope,25,11,8,fed,15,18,yield,trading,tiger,endorsed,olympic,12,4,8,17,15,earnings,holiday,gold,veterans,shopping,investors,olympics,nfl,2,chair,gentleman,5,3,1,mortgage,endorsed,gold,nomination,chair,stocks,bowl,background,mental,thanksgiving,nomination,amendment,chair
12,25,10,20,3,4,iowa,gingrich,orleans,que,flood,hurricane,10,13,11,mental,4,11,newt,guns,russia,israel,unanimous,10,2,12,6,19,veterans,color,flooding,madam,gonna,background,regime,syria,4,sarah,rick,0,2,1,audience,unanimous,madam,orleans,sarah,pope,egypt,tornado,island,kitchen,las,audience,santorum
27,23,23,10,10,5,cialis,chantix,chantix,flooding,arthritis,livermore,23,25,27,island,2,10,edwards,hurricane,oakland,ktvu,jose,1,2,17,12,6,tornado,island,chantix,bleeding,tornado,flooding,fog,river,0,flood,bleeding,2,2,2,edwards,river,livermore,chantix,newt,newt,santa,cialis,celebrex,hurricane,flood,arthritis,celebrex
10,27,2,17,20,0,fog,oakland,veterans,guns,martin,bin,10,7,16,nbc,16,28,tree,heartburn,recession,flooding,island,14,19,3,11,13,baseball,warnings,laden,thanksgiving,pope,giants,hurricane,flood,0,score,jose,0,5,4,tree,recession,thanksgiving,warnings,heartburn,league,tornado,jury,zimmerman,background,mental,santa,ktvu
20,26,13,5,27,2,gift,investors,santa,ktvu,honey,sarah,22,13,9,cnn,16,11,stocks,wolf,guns,background,pope,6,10,6,9,2,ryan,jose,palin,voting,oakland,enbrel,tempore,veterans,2,cymbalta,trading,1,4,5,gift,tempore,honey,catholic,ryan,anderson,mental,liberal,voter,catholic,fog,fed,earnings
7,13,17,26,15,1,palin,dot,baseball,authority,league,score,17,1,22,investors,19,3,sarah,trading,cbs,copd,spill,0,0,12,5,1,stocks,agencies,nbc,baseball,commission,fed,gulf,advair,1,baltimore,voter,3,2,1,dot,que,gwen,baseball,baltimore,earnings,que,gwen,giants,testimony,supreme,liberal,voting
16,28,13,1,12,1,review,ceiling,egypt,syria,palin,jerry,2,22,29,baltimore,15,5,boehner,metro,christmas,thanksgiving,holiday,10,14,16,5,13,avenue,regime,voter,voting,verdict,cloudy,shopping,flu,2,beltway,compromise,2,0,2,review,christine,jerry,verdict,muslim,muslim,christine,sarah,liberal,israel,russia,ryan,fiscal
26,23,22,5,19,0,celebrex,chantix,melissa,captain,supreme,marriage,0,22,9,wolf,0,12,pilot,enbrel,nations,trading,stocks,17,6,19,5,19,anderson,tte,religious,dress,tha,cnn,fed,earnings,0,catholic,arthritis,0,1,1,pilot,nations,dress,captain,catholic,cymbalta,investors,gay,religion,thh,thi,bleeding,cialis
2,5,19,27,1,2,enbrel,wolf,beltway,avenue,boys,melissa,13,0,29,fog,9,11,cnn,jose,martin,laden,jury,13,7,14,4,11,santa,metro,tte,tha,cloudy,ktvu,amendments,bin,3,oakland,anderson,1,4,2,wedding,amendments,boys,hardball,aircraft,aircraft,zimmerman,thh,thi,hardball,baltimore,cymbalta,wedding
5,11,10,4,27,3,tempore,laden,santa,gop,flooding,island,25,16,29,character,14,20,amendment,lincoln,cymbalta,shooter,anderson,19,8,9,19,11,vaccine,ktvu,hurricane,tornado,jose,tavis,enbrel,cnn,1,film,gentleman,3,1,5,laden,shooter,convicted,gop,vaccine,kennedy,wolf,convicted,flood,fog,oakland,chair,yield
6,16,29,0,7,0,holiday,shopping,spill,cbs,abuse,allegations,8,1,11,passengers,13,7,christmas,earthquake,asthma,caller,teachers,12,1,3,0,17,ship,gulf,yield,sexual,basketball,abc,chinese,climate,4,beltway,flu,5,0,1,voting,asthma,yield,basketball,beltway,haiti,guest,sandusky,jackson,advair,copd,voting,thanksgiving
2,0,2,24,4,0,jesus,earthquake,character,lincoln,bin,jury,1,17,19,healthcare,22,9,passengers,irs,dress,zimmerman,bin,17,19,15,9,19,lou,kennedy,laden,zimmerman,tavis,neil,jury,martin,2,obamacare,ship,3,4,2,jesus,dress,aut,radar,animal,animal,laden,aut,martin,radar,film,abc,haiti
25,7,13,13,12,2,copd,gulf,russia,israel,sarah,palin,10,20,10,liberal,6,17,cbs,checks,gingrich,iowa,rick,18,16,13,17,9,sarah,katrina,voting,roads,regime,voter,boston,newt,5,palin,institute,0,5,4,institute,boston,roads,katrina,checks,voting,santorum,voter,liberal,syria,egypt,spill,advair
25,2,11,27,21,3,zimmerman,jury,border,terrorist,yield,anthony,20,13,2,santa,28,1,laden,fog,newt,skies,iowa,16,18,7,2,7,jose,immigration,tempore,gentleman,fbi,oakland,santorum,gingrich,4,ktvu,martin,2,3,2,ceiling,skies,anthony,checks,facts,facts,rick,chair,amendment,qaeda,checks,ceiling,bin
21,24,17,8,18,0,irs,lou,supplement,jon,giants,para,22,19,3,ere,8,20,obamacare,olympic,giffords,immigration,fbi,2,7,6,16,8,bowl,aarp,league,nbc,martha,olympics,border,terrorist,4,tiger,healthcare,2,4,3,armstrong,giffords,para,religious,ere,nfl,qaeda,score,baseball,religious,jenna,armstrong,neil
22,25,13,2,0,3,santorum,newt,ship,constitution,liberal,sarah,22,6,27,zimmerman,15,23,gingrich,laden,religion,arthritis,supreme,15,12,3,3,3,martin,haiti,palin,voting,earthquake,immigration,gay,religious,3,bin,rick,4,1,0,testimony,arthritis,santa,constitution,immigration,jury,marriage,voter,santa,abc,passengers,iowa,testimony
1,21,21,16,3,0,border,terrorist,kitchen,las,border,immigration,2,5,0,christmas,29,14,fbi,holiday,nuclear,baltimore,metro,9,2,16,0,0,thanksgiving,casey,terrorist,fbi,color,shopping,beltway,avenue,5,cymbalta,jackson,4,5,1,jackson,nuclear,occur,casey,cymbalta,flu,cloudy,qaeda,occur,gonna,que,immigration,qaeda
15,14,5,15,20,4,pakistan,nuclear,mental,pope,cymbalta,cnn,1,26,12,fed,29,18,libya,testimony,authority,supreme,jon,15,2,2,4,0,supreme,cooler,egypt,wolf,guns,agencies,commission,testimony,4,commission,taliban,5,5,3,allegations,jon,egypt,cooler,fed,authority,agencies,enbrel,anderson,veterans,background,allegations,korea
3,15,28,25,2,5,commission,testimony,zimmerman,martin,para,ceiling,8,23,3,newt,27,28,authority,gingrich,kitchen,gonna,que,13,17,6,2,12,santorum,bin,ryan,boehner,medal,iowa,las,reid,4,rick,supreme,1,0,2,fog,reid,para,medal,humira,humira,color,fiscal,compromise,laden,jury,fog,agencies
26,0,18,16,0,4,haiti,ship,haiti,earthquake,supplement,aarp,12,24,27,thanksgiving,10,14,passengers,holiday,trading,investors,sanctions,7,18,5,9,16,christmas,assad,martha,jon,ship,shopping,stocks,earnings,4,taxpayer,earthquake,4,5,1,inches,sanctions,abc,assad,taxpayer,flu,fed,jenna,abc,passengers,abc,inches,abc
2,6,9,20,14,2,teachers,climate,korea,taliban,delicious,heartburn,13,23,7,aspirin,16,18,chinese,background,bin,jury,martin,1,8,19,4,6,guns,pakistan,fiber,calories,nuclear,pope,identity,zimmerman,4,veterans,guest,2,3,3,shopping,identity,heartburn,palin,aspirin,mental,laden,wedding,nbc,libya,palin,shopping,caller
25,9,28,1,15,4,fiber,nbc,authority,coffee,fiscal,ads,9,29,25,metro,3,5,wedding,baltimore,iowa,newt,newsroom,12,0,15,0,6,jackson,supreme,ceiling,compromise,testimony,avenue,rick,santorum,3,beltway,delicious,2,1,5,gonna,newsroom,ads,coffee,jackson,cloudy,gingrich,ryan,boehner,commission,agencies,calories,gonna
6,10,26,29,19,1,flood,golf,melissa,boston,stocks,investors,21,1,17,sexual,8,11,hurricane,thunderstorms,climate,teachers,guest,10,11,9,6,2,allegations,tha,earnings,trading,thh,abuse,chinese,caller,1,jackson,island,4,1,4,golf,tempore,boston,boston,thunderstorms,sandusky,tempore,fed,boston,tte,thi,tornado,flooding
28,9,25,9,2,5,calories,delicious,martin,zimmerman,rick,newt,27,28,11,nbc,17,1,fiber,delicious,ryan,compromise,boehner,18,7,6,8,5,calories,laden,santorum,recognized,jury,wedding,fiscal,storms,4,stimulus,nbc,0,3,1,animals,storms,recognized,giants,stimulus,fiber,ceiling,gingrich,iowa,bin,giants,animals,wedding
23,13,12,15,15,0,european,voter,immigration,authority,ceo,russia,6,11,26,supreme,26,5,liberal,commission,wolf,celebrex,cialis,12,18,9,15,1,agencies,commission,egypt,israel,testimony,testimony,bleeding,arthritis,2,authority,voting,1,2,2,european,wolf,ceo,immigration,motion,motion,chantix,regime,syria,supreme,agencies,palin,sarah
26,7,6,26,19,1,teachers,gulf,thi,thh,teachers,chinese,27,10,3,trading,6,2,cbs,fed,earnings,investors,trading,7,15,7,2,8,investors,cooler,caller,chair,melissa,earnings,stocks,fed,2,trees,advair,0,5,1,teachers,prosecution,chair,cooler,trees,stocks,prosecution,guest,climate,tte,tha,spill,copd
22,17,26,23,3,1,score,giants,que,las,earnings,skies,1,3,1,wood,25,15,league,celebrex,supreme,gay,religion,18,18,7,13,12,bleeding,gonna,fed,investors,color,arthritis,religious,marriage,5,cialis,convention,2,3,3,convention,appropriate,skies,southbound,wood,chantix,appropriate,stocks,trading,kitchen,southbound,baseball,nbc
17,2,5,29,15,0,institute,zimmerman,testimony,commission,cbs,cnn,28,7,7,jackson,6,3,martin,sexual,wood,league,baseball,19,19,1,17,18,heartburn,agencies,wolf,anderson,authority,sandusky,nbc,score,2,abuse,laden,1,4,5,institute,wood,cbs,harry,heartburn,allegations,giants,cymbalta,enbrel,harry,supreme,jury,bin
20,22,16,8,2,5,religious,religion,bin,zimmerman,shopping,thanksgiving,0,11,27,nfl,28,4,shutdown,representatives,mental,guns,pope,2,17,13,10,14,tiger,laden,highway,flu,martin,olympic,background,british,0,bowl,marriage,5,3,4,shutdown,british,highway,haiti,representatives,olympics,veterans,christmas,holiday,jury,haiti,supreme,gay
10,16,29,1,22,1,flu,shopping,supreme,aircraft,allegations,giants,0,10,17,metro,12,21,thanksgiving,avenue,hurricane,island,flooding,7,8,3,1,10,baltimore,marriage,jackson,sandusky,gay,beltway,flood,tornado,4,cloudy,christmas,2,1,2,israel,boston,giants,aircraft,tropical,tropical,boston,abuse,sexual,religion,religious,israel,holiday
10,9,16,6,21,2,nbc,fiber,border,qaeda,flu,christmas,1,28,7,caller,15,17,consumer,climate,flood,tornado,hurricane,13,16,1,11,12,guest,fbi,shopping,thanksgiving,immigration,chinese,thunderstorms,flooding,0,teachers,delicious,4,4,2,consumer,thunderstorms,cbs,prince,increases,increases,island,holiday,cbs,prince,terrorist,wedding,calories
27,14,12,28,22,0,compromise,taliban,gay,religious,regime,egypt,14,3,17,boehner,28,3,pakistan,ceiling,stains,ktvu,jose,8,6,9,4,19,fiscal,religion,syria,russia,supreme,ryan,oakland,santa,2,compromise,korea,3,3,2,compromise,stains,boston,nato,para,para,fog,boston,israel,marriage,nato,nuclear,libya
25,22,27,25,14,5,religion,por,taliban,nuclear,fog,santa,18,11,28,iowa,3,11,supreme,santorum,newt,iowa,rick,4,12,7,9,17,gingrich,pakistan,oakland,jose,korea,newt,santorum,representatives,1,rick,marriage,4,4,2,por,representatives,stimulus,jenna,madam,madam,gingrich,ktvu,stimulus,jenna,libya,gay,religious
21,2,24,8,18,5,bin,laden,jon,jenna,libya,irs,12,12,14,sanctions,20,28,zimmerman,olympics,terrorist,qaeda,fbi,13,18,1,5,17,nfl,aarp,neil,obamacare,israeli,bowl,border,default,4,olympic,jury,1,0,3,assault,default,libya,israeli,sanctions,tiger,immigration,healthcare,lou,supplement,martha,assault,martin
13,25,9,29,13,4,rick,iowa,voting,liberal,delicious,calories,27,6,13,jackson,9,7,newt,sandusky,voter,liberal,cbs,10,8,12,12,1,african,voter,fiber,wedding,sarah,sexual,palin,sarah,4,allegations,santorum,4,3,5,coffee,cbs,supreme,sunny,african,abuse,voting,nbc,supreme,palin,sunny,coffee,gingrich
8,20,23,3,1,4,background,pope,cloudy,delegates,cialis,chantix,25,29,14,drugs,6,17,guest,gonna,tiger,nfl,boston,16,5,2,0,9,que,beltway,pakistan,arthritis,baltimore,color,olympic,bowl,0,las,mental,5,1,3,guest,boston,pakistan,delegates,drugs,kitchen,olympics,celebrex,bleeding,metro,avenue,guns,veterans
21,11,7,16,11,5,gadhafi,gentleman,tempore,yield,copd,gold,4,28,8,christmas,14,5,amendment,shopping,immigration,qaeda,border,7,14,8,7,5,thanksgiving,amendment,advair,spill,gentleman,proposal,terrorist,infections,2,flu,chair,2,3,0,gadhafi,infections,gold,movies,proposal,holiday,fbi,cbs,gulf,chair,movies,yield,tempore
18,0,13,1,6,4,abc,passengers,baltimore,climate,liberal,palin,1,26,20,google,5,27,haiti,baltimore,aarp,martha,rosa,0,13,19,19,9,cloudy,chinese,voting,voter,caller,avenue,jenna,supplement,5,metro,sanjay,4,2,3,sanjay,rosa,mandela,baltimore,google,beltway,jon,sarah,mandela,teachers,guest,earthquake,ship
6,22,10,1,5,2,gay,supreme,cnn,medal,flood,hurricane,8,22,5,beltway,20,12,religion,cloudy,caller,teachers,chinese,13,11,11,15,7,baltimore,wolf,mutual,flooding,enbrel,metro,assad,guest,3,avenue,marriage,5,1,2,ban,assad,mutual,medal,snowden,snowden,climate,tornado,island,anderson,cymbalta,religious,ban
3,28,12,6,15,0,fiscal,compromise,newsroom,testimony,syria,regime,5,21,4,caller,24,17,ryan,terrorism,player,gonna,las,6,8,17,6,16,teachers,supreme,israel,egypt,commission,climate,kitchen,que,5,chinese,affordable,4,2,4,affordable,player,actor,newsroom,terrorism,guest,color,russia,actor,agencies,authority,boehner,ceiling
28,20,10,1,13,5,ads,background,liberal,sarah,flood,tornado,20,3,20,hoveround,25,18,veterans,metro,fiscal,boehner,ceiling,7,5,5,15,2,avenue,voting,flooding,assault,palin,cloudy,ryan,supplement,2,baltimore,pope,0,4,3,ads,supplement,assault,tragedy,hoveround,beltway,compromise,island,hurricane,tragedy,voter,guns,mental
5,3,1,26,6,0,loop,que,teachers,chinese,avenue,nsa,1,13,22,trading,1,20,kitchen,sarah,tragedy,anderson,cymbalta,8,2,13,8,7,fed,caller,beltway,baltimore,guest,stocks,wolf,cnn,2,investors,gonna,2,4,4,loop,tragedy,nsa,loop,sarah,earnings,enbrel,cloudy,metro,loop,climate,las,color
20,15,2,10,10,3,fly,supreme,hurricane,flood,cloudy,martin,17,18,27,hurricane,0,14,testimony,tornado,pope,soldiers,veterans,5,10,19,18,11,flood,flooding,jury,zimmerman,inning,flooding,mental,guns,2,island,agencies,1,0,2,fly,soldiers,cloudy,inning,gregg,gregg,background,bin,laden,island,tornado,commission,authority
24,14,17,28,29,0,libya,nuclear,allegations,abuse,baseball,league,21,3,6,boehner,1,26,metro,ceiling,stocks,healthcare,lou,10,18,2,2,0,ryan,boston,giants,score,sandusky,compromise,irs,obamacare,0,fiscal,pakistan,3,5,2,metro,stocks,teachers,boston,wood,wood,neil,teachers,nbc,jackson,sexual,taliban,korea
3,11,19,17,13,2,tempore,gentleman,voting,liberal,thh,tte,16,18,26,giants,5,15,erin,league,kitchen,que,color,13,12,0,12,13,nbc,voter,tha,thi,sarah,baseball,ensure,las,0,score,amendment,4,4,2,erin,ensure,stocks,eve,murdoch,murdoch,gonna,melissa,stocks,eve,palin,chair,yield
12,18,18,21,23,3,jon,jenna,cialis,celebrex,port,jenna,13,16,0,immigration,22,17,supplement,retailers,regime,yankees,egypt,8,16,12,16,13,border,bleeding,jon,supplement,hillary,fbi,syria,israel,5,terrorist,christians,1,0,4,christians,yankees,port,hillary,retailers,qaeda,russia,aarp,martha,chantix,arthritis,aarp,martha
11,1,25,5,11,1,baltimore,tempore,yield,chair,taxpayers,newt,9,29,24,allegations,11,17,metro,enbrel,amendment,yield,chair,17,4,12,2,11,anderson,amendment,santorum,iowa,tempore,cymbalta,gentleman,tempore,1,cnn,avenue,1,3,3,tempore,brian,taxpayers,fruit,allegations,wolf,brian,gingrich,rick,gentleman,fruit,beltway,cloudy
25,8,18,6,7,1,tiger,gold,copd,spill,jenna,aarp,29,27,26,firefighters,26,27,olympic,chinese,newt,iowa,gingrich,3,16,6,12,11,climate,cbs,dow,supplement,gulf,guest,rick,santorum,1,teachers,nfl,5,4,3,gold,skies,dow,sandusky,firefighters,caller,skies,jon,martha,sandusky,advair,bowl,olympics
28,5,22,15,15,2,anderson,enbrel,commission,testimony,religious,religion,28,25,17,commission,24,19,cnn,supreme,compromise,ryan,boehner,11,16,9,14,5,agencies,bipartisan,gay,marriage,authority,testimony,dot,fiscal,4,delegates,cymbalta,3,5,1,employer,dot,boston,bipartisan,delegates,authority,ceiling,boston,supreme,agencies,supreme,employer,wolf
15,28,2,20,14,2,ceiling,boehner,pakistan,korea,jury,bin,2,1,10,mental,7,9,fiscal,avenue,commission,agencies,authority,3,4,3,3,17,background,libya,laden,martin,bin,guns,fruit,supreme,4,veterans,compromise,4,0,4,spill,fruit,tornado,bin,avenue,pope,testimony,zimmerman,tornado,nuclear,taliban,spill,ryan
8,10,2,21,26,4,flood,flooding,earnings,fed,jury,bin,18,12,11,border,18,11,jon,fbi,olympic,nfl,amendments,6,11,1,0,11,qaeda,trading,laden,martin,investors,immigration,bowl,tiger,0,european,tornado,4,4,1,jon,amendments,amendment,identity,european,terrorist,olympics,zimmerman,amendment,identity,stocks,hurricane,island
19,1,17,23,18,4,metro,baltimore,jon,aarp,nbc,basketball,28,15,8,chantix,17,4,animals,celebrex,tha,tte,johnson,8,15,12,8,10,bleeding,martha,league,giants,trillion,cialis,thh,thi,0,arthritis,avenue,2,0,2,animals,johnson,basketball,trillion,management,management,melissa,score,baseball,supplement,jenna,beltway,cloudy
6,7,11,26,8,3,gulf,spill,ryan,bowl,tempore,gentleman,28,10,15,earnings,18,3,cbs,trading,chinese,que,climate,3,1,13,2,1,investors,olympics,yield,amendment,olympic,stocks,guest,caller,4,fed,advair,4,2,2,supplement,que,ensure,ryan,flooding,flooding,teachers,chair,ensure,tiger,nfl,supplement,copd
28,1,2,27,8,5,cloudy,avenue,olympics,tiger,charlie,laden,17,19,4,santa,11,21,baltimore,fog,fiscal,boehner,compromise,2,7,12,13,3,ktvu,league,martin,bin,bowl,oakland,ceiling,qaeda,4,jose,metro,1,5,2,purpose,qaeda,charlie,league,ere,ere,ryan,jury,zimmerman,olympic,nfl,purpose,beltway
5,6,15,24,16,5,brian,teachers,flu,holiday,agencies,authority,14,8,10,neil,17,25,guest,obamacare,wolf,enbrel,cnn,17,3,12,11,16,lou,thanksgiving,beach,supreme,bin,healthcare,anderson,delegates,2,irs,chinese,5,0,2,brian,delegates,beach,bin,olympics,olympics,cymbalta,testimony,commission,christmas,shopping,climate,caller
25,28,6,18,26,0,fiscal,ryan,fed,earnings,colorado,caller,28,28,20,supplement,1,13,compromise,martha,palin,iowa,gingrich,19,9,9,15,1,jon,harry,teachers,climate,investors,jenna,santorum,newt,5,aarp,cooler,1,5,2,cooler,palin,colorado,harry,wisconsin,wisconsin,rick,guest,chinese,trading,stocks,ceiling,boehner
12,22,16,9,2,1,religion,marriage,martin,bin,shopping,christmas,10,29,2,nbc,9,17,religious,calories,egypt,regime,israel,11,4,14,10,6,delicious,northeast,courtroom,flu,laden,allegations,syria,russia,3,wedding,supreme,5,5,0,sugar,hits,courtroom,northeast,allegations,fiber,hits,holiday,thanksgiving,jury,zimmerman,gay,sugar
28,25,25,4,29,3,santorum,newt,metro,sexual,gingrich,newt,1,7,26,film,22,11,rick,kennedy,fiscal,amendments,ryan,2,2,6,12,11,lincoln,abuse,rick,iowa,jackson,character,boehner,ceiling,4,advair,gingrich,3,2,1,gwen,amendments,dow,metro,advair,tavis,compromise,dow,santorum,allegations,sandusky,gwen,iowa
0,14,21,13,17,5,taliban,pakistan,giants,century,qaeda,immigration,4,19,8,sarah,15,2,libya,aad,ship,haiti,abc,13,16,18,0,7,liberal,nbc,fbi,border,score,voter,passengers,anthony,4,palin,nuclear,4,1,4,supreme,anthony,stadium,century,aad,voting,earthquake,terrorist,stadium,league,baseball,supreme,korea
6,27,29,13,2,5,oakland,fog,jury,ensure,abuse,jackson,15,24,7,palin,15,1,ktvu,affordable,teachers,climate,guest,13,6,2,5,4,voting,zimmerman,sexual,sandusky,martin,voter,caller,avenue,5,sarah,review,3,1,4,review,avenue,advair,ensure,affordable,liberal,chinese,advair,allegations,bin,laden,jose,santa
7,5,1,19,23,2,cymbalta,cnn,cialis,chantix,medal,beltway,25,29,8,scandal,23,21,enbrel,thh,advair,copd,gulf,15,11,13,8,9,tha,arthritis,baltimore,cloudy,celebrex,thi,arizona,spill,3,tte,wolf,1,4,3,aspirin,arizona,medal,ads,scandal,melissa,cbs,metro,avenue,ads,bleeding,anderson,aspirin
25,6,28,1,14,4,guest,teachers,nuclear,libya,boehner,outfront,1,0,5,metro,20,10,climate,baltimore,santorum,iowa,northeast,8,16,14,9,11,avenue,pakistan,ryan,compromise,taliban,cloudy,gingrich,rick,3,beltway,chinese,2,3,2,colorado,northeast,outfront,loop,occur,occur,newt,ceiling,fiscal,korea,loop,caller,colorado
1,21,7,25,25,3,terrorist,border,newt,gingrich,gulf,cbs,29,8,15,newt,17,0,immigration,santorum,cloudy,passengers,metro,11,8,6,4,3,gingrich,scandal,spill,copd,rick,rick,avenue,baltimore,5,gold,score,4,5,1,score,passengers,panel,scandal,gold,iowa,beltway,advair,panel,santorum,iowa,qaeda,fbi
14,8,29,23,2,1,nfl,bowl,jury,bowl,sandusky,sexual,8,9,9,eating,6,23,olympics,arthritis,taliban,libya,pakistan,0,9,13,7,11,bleeding,martin,kate,allegations,bin,celebrex,korea,nuclear,4,cialis,tiger,5,1,3,century,reactions,kate,bowl,eating,chantix,reactions,jackson,abuse,laden,zimmerman,century,olympic
20,13,11,11,16,4,voting,gay,thanksgiving,sport,chair,amendment,8,0,5,amendment,22,29,liberal,tempore,guns,pope,convicted,11,18,19,1,9,yield,christmas,yield,tempore,holiday,chair,mental,veterans,1,fly,voter,3,1,1,gay,convicted,sanjay,sport,fly,gentleman,background,sanjay,gentleman,shopping,flu,palin,sarah
27,27,6,27,3,0,jose,fog,kitchen,que,climate,teachers,16,16,17,fog,15,17,ktvu,ktvu,tied,ktvu,oakland,12,2,12,14,14,santa,las,caller,thunderstorms,gonna,oakland,jose,santa,4,jose,oakland,0,3,2,regulation,tied,thunderstorms,inches,flu,flu,fog,chinese,guest,color,inches,regulation,santa
22,8,14,0,26,5,nfl,bowl,stocks,fed,korea,wage,17,28,24,passengers,14,6,operations,haiti,religious,marriage,gay,0,7,7,18,7,stimulus,investors,pakistan,nuclear,trading,earthquake,religion,century,0,abc,olympics,2,3,5,operations,century,wage,baseball,stimulus,ship,supreme,libya,taliban,earnings,baseball,olympic,tiger
